year,a,b,c,Lmax,k_learning,n,Gmax,growth_speed
2003,0.0003421197776983271,0.056958495441167975,0.005114056037116862,0.0008511374582706747,30.428320116820686,0.3830294781443025,0.009814348382409731,0.11506384671238336
2004,0.0002526899502886407,0.06086051133799646,0.0045927950905873,0.0006451272485220636,29.056495237496932,0.43608557153410527,0.008673516247916645,0.11254921501552854
2005,0.0002783050865316519,0.05883471610094863,0.003988093084558566,0.000842687885928859,31.03674200302392,0.3551608133032031,0.007622901480381158,0.12028774786843732
2006,0.0003089632328954973,0.05649138984415294,0.0037843077684066475,0.0009437396296658524,30.53535912476081,0.3141774302189442,0.00728771032485005,0.13143783286485716
2007,0.0003836737790646228,0.052725421018265044,0.003468976436626775,0.0010994059158519907,31.72705952691477,0.3294349423999335,0.006807214076051184,0.15094561982408872
2008,0.0003394318316438346,0.05343321185092084,0.003081073552052236,0.0008595852576746113,31.197523565251117,0.39911533170680075,0.006043016436325036,0.15052827471613395
2009,0.00029486377779236846,0.05508607276940081,0.0029718853721823106,0.0008136539575340307,32.59185224452468,0.38212833832427984,0.005855974203123996,0.12699840319805947
2010,0.00034739755806258637,0.05252637524257344,0.0031557521131000336,0.0009413698030196947,32.30128766900771,0.33440401797892216,0.006359106534328955,0.12488571028707178
2011,0.00036966111424108965,0.05127774557346197,0.0027682327047393275,0.0010795407199617048,33.07810058523637,0.2830445398712072,0.0056050209137753545,0.15013850637425305
2012,0.0002558196032904728,0.05606704837723868,0.0028407845028035348,0.0008332273570990259,33.35378040590489,0.2973150490203622,0.005558338079609696,0.12779297214792362
2013,0.00021456621869444547,0.05774509873816676,0.002728284420275886,0.0006259338798000964,33.280041382124345,0.33867701262958394,0.00529319699480397,0.12180176947744843
2014,0.00023874648493479744,0.055893091675906094,0.002878071869343281,0.0007936939122344505,33.67282054103839,0.2552177023795738,0.00574538617455299,0.10203395637407428
2015,0.00019832163848934782,0.05791586846775512,0.0026163721578978797,0.0006322315000697738,33.589096369055376,0.34888286638383603,0.0051323889511822735,0.11008869996579077
2016,0.00019326214041440415,0.05777962097123761,0.00262076603171293,0.0006158408721284921,33.453354254010605,0.3266073971923509,0.0051405736884578964,0.10695647677143964
2017,0.00018898536156766637,0.057374720285533684,0.0025360774786111658,0.0006022148267907326,33.61132947690639,0.32968107852118056,0.0049616462322793695,0.10998726434949448
2018,0.00024821954813569806,0.05371977401548838,0.0025663237686107654,0.0008931905502005903,34.33523752870406,0.21987944225325085,0.0052158784836682315,0.099710770203996
2019,0.00032834682162323725,0.0494171239762541,0.002380679944744567,0.001032047722391731,34.69369219207831,0.2254013675720629,0.004866038680563387,0.14896545536609526
2020,0.00027523371359084575,0.051503600824972844,0.0021462240918297005,0.0009387830259332896,34.978252781794346,0.23957269149256025,0.004431273525705096,0.12460803489714069
