year,a,b,c,Lmax,k_learning,n,Gmax,growth_speed
2001,0.0006160325804257064,0.05370925559969627,0.007007734417298415,0.0019930716723453186,29.950417775199032,0.341931894033357,0.014113874376653594,0.10407791979406066
2002,0.0005886425230129793,0.054726243106649655,0.006546146838618462,0.002154699891178848,31.306117978810356,0.34393640014841564,0.013061039575487111,0.1230440239747986
2003,0.0005529636036557047,0.056450537877078495,0.005873750630855632,0.0028743668949787553,32.42678258213674,0.24523929895684513,0.01207366103784472,0.09023980832967816
2004,0.0004280941592620429,0.05884576252486275,0.005858512623526866,0.0021206196858032846,32.84209756927683,0.3047067257859133,0.01165091189100189,0.10113005464634903
2005,0.00044776933976614896,0.058635573914653946,0.005377593057367014,0.0023002493449603635,32.317337420735825,0.283061696428479,0.010847016202789847,0.09914138050674957
2006,-0.006898906009897214,0.02496662908528058,0.026037733045123985,0.021928509577330352,36.38807207575797,0.14693312281385112,0.04077726281899753,0.09759583885368722
2007,0.0003824643640697254,0.060781595207742435,0.005408833101890725,0.0023481013538114025,32.895644354067386,0.2657475230272147,0.010949208853081382,0.07762914467506296
2008,0.0006346170148375567,0.05264776128261362,0.0040563159950043805,0.002278585429329744,31.25984550569095,0.2924276914536434,0.0083218993830236,0.1832487342260261
2009,0.0003393250082821602,0.06113427450648082,0.005100529521110626,0.001746950668267543,30.962680707863225,0.30341023694908814,0.010209332063957128,0.08064580631658756
2010,0.00022060630786984237,0.06768881351149052,0.004159636428216113,0.001486067762520306,31.809234819748255,0.31622881202202985,0.008137021397712673,0.08663690838416557
2011,0.00018549612399526856,0.07040029096375236,0.004400020980064585,0.001625766072414764,33.377616255571056,0.3035593057090894,0.008763255905572141,0.05496809732787335
2012,0.000217215916522622,0.06745650842838793,0.003406593176924922,0.0015584292186900895,32.73413204482991,0.2691281559089404,0.0066676534393914945,0.10177174770664683
2013,0.0005913262188492911,0.053544856094033845,0.003497863449616897,0.0033826717420152737,34.51159351236172,0.19897571772442602,0.007081018780390362,0.2212164287652088
2014,0.0002676026472466207,0.065756282956505,0.0047599995229194916,0.00317810781891708,36.11223296297363,0.16109839124098796,0.009686275147710475,0.0523572890758417
2015,0.0002936168250489484,0.06512875722379936,0.003728007250930807,0.003654961976057655,37.425680802513426,0.15248872580596068,0.007448837882513102,0.09258452975468558
2016,0.0001652178383025861,0.07139253589101789,0.004195273752525975,0.0019041220087686753,34.97665767801896,0.22330057462369834,0.00830227418651065,0.059252187409363624
2017,0.0002842795002514697,0.06321064292602281,0.003730308023405823,0.002256021655072338,33.851862415209354,0.22017179665686096,0.007213581829427851,0.13455454911248518
2018,0.00017740541123271078,0.070601349390251,0.004107322868013283,0.0021057302178746976,35.4839415574551,0.1973339569413924,0.0081135126332499,0.06362496931195226
2019,0.0002813786182730246,0.06274902386459796,0.0036502707256455148,0.0023946258661768356,35.14643654948258,0.18811160236768762,0.007438656188881689,0.08571020260613943
2020,0.0003512890875058401,0.0614287743692882,0.0036121592228708856,0.0034264272622451433,35.95282805436116,0.17294491945278367,0.007257090248963228,0.12366512805855702
